geocode,municipio,latitude,longitude
3161403,SÃO FRANCISCO DO GLÓRIA,-20.792301,-42.268221
3161502,SÃO GERALDO,-20.920848,-42.837664
3161601,SÃO GERALDO DA PIEDADE,-18.844031,-42.289135
3161650,SÃO GERALDO DO BAIXIO,-18.918809,-41.363628
3161700,SÃO GONÇALO DO ABAETÉ,-18.341113,-45.834246
3161809,SÃO GONÇALO DO PARÁ,-19.985685,-44.857189
3161908,SÃO GONÇALO DO RIO ABAIXO,-19.831801,-43.34804
3162005,SÃO GONÇALO DO SAPUCAÍ,-21.891905,-45.594638
3162104,SÃO GOTARDO,-19.3127,-46.053144
3162203,SÃO JOÃO BATISTA DO GLÓRIA,-20.639037,-46.503461
3162252,SÃO JOÃO DA LAGOA,-16.852055,-44.349089
3162302,SÃO JOÃO DA MATA,-21.934853,-45.92653
3162401,SÃO JOÃO DA PONTE,-15.924513,-44.008955
3162450,SÃO JOÃO DAS MISSÕES,-14.882533,-44.081262
3162500,SÃO JOÃO DEL REI,-21.135509,-44.260973
3162559,SÃO JOÃO DO MANHUAÇU,-20.3955,-42.152158
3162575,SÃO JOÃO DO MANTENINHA,-18.727837,-41.158748
3162609,SÃO JOÃO DO ORIENTE,-19.337666,-42.15646
3162658,SÃO JOÃO DO PACUÍ,-16.538375,-44.529571
3162708,SÃO JOÃO DO PARAÍSO,-15.318438,-42.011422
3162807,SÃO JOÃO EVANGELISTA,-18.545187,-42.776048
3162906,SÃO JOÃO NEPOMUCENO,-21.535697,-43.011286
3162922,SÃO JOAQUIM DE BICAS,-20.063468,-44.266273
3162948,SÃO JOSÉ DA BARRA,-20.722091,-46.31933
3162955,SÃO JOSÉ DA LAPA,-19.698627,-43.959956
3163003,SÃO JOSÉ DA SAFIRA,-18.325117,-42.146411
3163102,SÃO JOSÉ DA VARGINHA,-19.704806,-44.56106
3163201,SÃO JOSÉ DO ALEGRE,-22.329055,-45.530188
3163300,SÃO JOSÉ DO DIVINO,-18.483263,-41.391209
3163409,SÃO JOSÉ DO GOIABAL,-19.927983,-42.70986
3163508,SÃO JOSÉ DO JACURI,-18.275811,-42.666627
3163607,SÃO JOSÉ DO MANTIMENTO,-20.005999,-41.749073
3163706,SÃO LOURENÇO,-22.117769,-45.053373
3163805,SÃO MIGUEL DO ANTA,-20.705918,-42.720899
3163904,SÃO PEDRO DA UNIÃO,-21.133458,-46.621327
3164001,SÃO PEDRO DOS FERROS,-20.17191,-42.523901
3164100,SÃO PEDRO DO SUAÇUÍ,-18.365506,-42.600232
3164209,SÃO ROMÃO,-16.368639,-45.069135
3164308,SÃO ROQUE DE MINAS,-20.250671,-46.368995
3164407,SÃO SEBASTIÃO DA BELA VISTA,-22.155006,-45.754789
3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE,-21.07383,-42.638666
3164472,SÃO SEBASTIÃO DO ANTA,-19.500107,-41.979599
3164506,SÃO SEBASTIÃO DO MARANHÃO,-18.091372,-42.565746
3164605,SÃO SEBASTIÃO DO OESTE,-20.274095,-45.003134
3164704,SÃO SEBASTIÃO DO PARAÍSO,-20.918065,-46.986472
3164803,SÃO SEBASTIÃO DO RIO PRETO,-19.285767,-43.174734
3164902,SÃO SEBASTIÃO DO RIO VERDE,-22.215056,-44.977736
3165008,SÃO TIAGO,-20.900946,-44.503992
3165107,SÃO TOMÁS DE AQUINO,-20.784994,-47.096783
3165206,SÃO THOMÉ DAS LETRAS,-21.720723,-44.987008
3165305,SÃO VICENTE DE MINAS,-21.697472,-44.454684
3165404,SAPUCAÍ-MIRIM,-22.751596,-45.740926
3165503,SARDOÁ,-18.783265,-42.366129
3165537,SARZEDO,-20.034535,-44.145867
3165552,SETUBINHA,-17.597019,-42.166438
3165560,SEM-PEIXE,-20.102536,-42.841902
3165578,SENADOR AMARAL,-22.588722,-46.180234
3165602,SENADOR CORTES,-21.802517,-42.944332
3165701,SENADOR FIRMINO,-20.91806,-43.10413
3165800,SENADOR JOSÉ BENTO,-22.166607,-46.179473
3165909,SENADOR MODESTINO GONÇALVES,-17.946025,-43.222975
3166006,SENHORA DE OLIVEIRA,-20.7939,-43.337732
3166105,SENHORA DO PORTO,-18.898008,-43.081756
3166204,SENHORA DOS REMÉDIOS,-21.033083,-43.586382
3166303,SERICITA,-20.471555,-42.482007
3166402,SERITINGA,-21.911349,-44.521445
3166501,SERRA AZUL DE MINAS,-18.36228,-43.174459
3166600,SERRA DA SAUDADE,-19.440562,-45.79659
3166709,SERRA DOS AIMORÉS,-17.785747,-40.243169
3166808,SERRA DO SALITRE,-19.111796,-46.692109
3166907,SERRANIA,-21.546681,-46.043145
3166956,SERRANÓPOLIS DE MINAS,-15.808784,-42.874386
3167004,SERRANOS,-21.888782,-44.506754
3167103,SERRO,-18.604442,-43.388631
3167202,SETE LAGOAS,-19.458287,-44.239595
3167301,SILVEIRÂNIA,-21.164638,-43.217878
3167400,SILVIANÓPOLIS,-22.027997,-45.832447
3167509,SIMÃO PEREIRA,-21.964857,-43.314956
3167608,SIMONÉSIA,-20.12203,-42.003857
3167707,SOBRÁLIA,-19.235549,-42.098654
3167806,SOLEDADE DE MINAS,-22.059206,-45.041023
3167905,TABULEIRO,-21.357578,-43.245605
3168002,TAIOBEIRAS,-15.811521,-42.227916
3168051,TAPARUBA,-19.76147,-41.615858
3168101,TAPIRA,-19.925579,-46.821915
3168200,TAPIRAÍ,-19.885806,-46.01857
3168309,TAQUARAÇU DE MINAS,-19.673848,-43.687143
3168408,TARUMIRIM,-19.281495,-42.007735
3168507,TEIXEIRAS,-20.649067,-42.862644
3168606,TEÓFILO OTONI,-17.86254,-41.509635
3168705,TIMÓTEO,-19.58405,-42.643942
3168804,TIRADENTES,-21.107043,-44.172692
3168903,TIROS,-19.003917,-45.963551
3169000,TOCANTINS,-21.17555,-43.0187
3169059,TOCOS DO MOJI,-22.371646,-46.096447
3169109,TOLEDO,-22.743395,-46.378973
3169208,TOMBOS,-20.902589,-42.014682
3169307,TRÊS CORAÇÕES,-21.695966,-45.254937
3169356,TRÊS MARIAS,-18.205921,-45.225735
3169406,TRÊS PONTAS,-21.36877,-45.515475
3169505,TUMIRITINGA,-18.976608,-41.63798
3169604,TUPACIGUARA,-18.599353,-48.693736
3169703,TURMALINA,-17.286412,-42.730415
3169802,TURVOLÂNDIA,-21.879389,-45.796736
3169901,UBÁ,-21.118597,-42.936786
3170008,UBAÍ,-16.297405,-44.787086
3170057,UBAPORANGA,-19.641362,-42.109216
3170107,UBERABA,-19.713535,-47.983625
3170206,UBERLÂNDIA,-18.918999,-48.27795
3170305,UMBURATIBA,-17.253607,-40.572645
3170404,UNAÍ,-16.359008,-46.899957
3170438,UNIÃO DE MINAS,-19.529737,-50.330803
3170479,URUANA DE MINAS,-16.060025,-46.256229
3170503,URUCÂNIA,-20.35087,-42.741228
3170529,URUCUIA,-16.132091,-45.737028
3170578,VARGEM ALEGRE,-19.60072,-42.299815
3170602,VARGEM BONITA,-20.326777,-46.372457
3170651,VARGEM GRANDE DO RIO PARDO,-15.402401,-42.309291
3170701,VARGINHA,-21.55708,-45.431886
3170750,VARJÃO DE MINAS,-18.383704,-46.033502
3170800,VÁRZEA DA PALMA,-17.59757,-44.730347
3170909,VARZELÂNDIA,-15.708871,-44.027948
3171006,VAZANTE,-17.991038,-46.901967
3171030,VERDELÂNDIA,-15.594542,-43.606022
3171071,VEREDINHA,-17.393969,-42.73593
3171105,VERÍSSIMO,-19.669358,-48.303711
3171154,VERMELHO NOVO,-20.034766,-42.268346
3171204,VESPASIANO,-19.69303,-43.919915
3171303,VIÇOSA,-20.752072,-42.879477
3171402,VIEIRAS,-20.865341,-42.245804
3171501,MATHIAS LOBATO,-18.579589,-41.92336
3171600,VIRGEM DA LAPA,-16.802149,-42.343281
3171709,VIRGÍNIA,-22.336972,-45.095425
3171808,VIRGINÓPOLIS,-18.82514,-42.714804
3171907,VIRGOLÂNDIA,-18.476062,-42.31081
3172004,VISCONDE DO RIO BRANCO,-21.01199,-42.839389
3172103,VOLTA GRANDE,-21.770711,-42.541285
3172202,WENCESLAU BRAZ,-22.529013,-45.356774
3200102,AFONSO CLÁUDIO,-20.07704,-41.12546
3200136,ÁGUIA BRANCA,-18.987361,-40.736638
3200169,ÁGUA DOCE DO NORTE,-18.545546,-40.976456
3200201,ALEGRE,-20.763265,-41.536488
3200300,ALFREDO CHAVES,-20.630348,-40.76005
3200359,ALTO RIO NOVO,-19.0575,-41.018684
3200409,ANCHIETA,-20.805613,-40.647659
3200508,APIACÁ,-21.156448,-41.56338
3200607,ARACRUZ,-19.823278,-40.276223
3200706,ATILIO VIVACQUA,-20.915897,-41.191242
3200805,BAIXO GUANDU,-19.514246,-41.012068
3200904,BARRA DE SÃO FRANCISCO,-18.759089,-40.890399
3201001,BOA ESPERANÇA,-18.538715,-40.302956
3201100,BOM JESUS DO NORTE,-21.129342,-41.675811
3201159,BREJETUBA,-20.157034,-41.289677
3201209,CACHOEIRO DE ITAPEMIRIM,-20.850112,-41.111919
3201308,CARIACICA,-20.294678,-40.390559
3201407,CASTELO,-20.602065,-41.202213
3201506,COLATINA,-19.53627,-40.630318
3201605,CONCEIÇÃO DA BARRA,-18.598462,-39.727474
3201704,CONCEIÇÃO DO CASTELO,-20.365581,-41.245348
3201803,DIVINO DE SÃO LOURENÇO,-20.620471,-41.679976
3201902,DOMINGOS MARTINS,-20.364239,-40.659396
3202009,DORES DO RIO PRETO,-20.692894,-41.849577
3202108,ECOPORANGA,-18.375252,-40.830081
3202207,FUNDÃO,-19.933447,-40.403765
3202256,GOVERNADOR LINDENBERG,-19.252807,-40.457766
3202306,GUAÇUÍ,-20.775338,-41.679496
3202405,GUARAPARI,-20.665975,-40.495021
3202454,IBATIBA,-20.23402,-41.507208
3202504,IBIRAÇU,-19.83188,-40.371666
3202553,IBITIRAMA,-20.538731,-41.659412
3202603,ICONHA,-20.797145,-40.811221
3202652,IRUPI,-20.348597,-41.647528
3202702,ITAGUAÇU,-19.802508,-40.856598
3202801,ITAPEMIRIM,-21.0111,-40.836145
3202900,ITARANA,-19.872348,-40.879791
3203007,IÚNA,-20.3486,-41.532889
3203056,JAGUARÉ,-18.900436,-40.086141
3203106,JERÔNIMO MONTEIRO,-20.797698,-41.402935
3203130,JOÃO NEIVA,-19.752959,-40.38088
3203163,LARANJA DA TERRA,-19.898693,-41.055244
3203205,LINHARES,-19.398106,-40.065306
3203304,MANTENÓPOLIS,-18.861179,-41.117737
3203320,MARATAÍZES,-21.042996,-40.830187
3203346,MARECHAL FLORIANO,-20.426709,-40.680383
3203353,MARILÂNDIA,-19.412813,-40.550951
3203403,MIMOSO DO SUL,-21.065374,-41.364425
3203502,MONTANHA,-18.126857,-40.363421
3203601,MUCURICI,-18.097236,-40.517927
3203700,MUNIZ FREIRE,-20.456546,-41.417514
3203809,MUQUI,-20.953692,-41.346214
3203908,NOVA VENÉCIA,-18.712906,-40.401548
3204005,PANCAS,-19.22442,-40.856003
3204054,PEDRO CANÁRIO,-18.297192,-39.954937
3204104,PINHEIROS,-18.413323,-40.217728
3204203,PIÚMA,-20.837609,-40.727981
3204252,PONTO BELO,-18.129126,-40.538134
3204302,PRESIDENTE KENNEDY,-21.100148,-41.051896
3204351,RIO BANANAL,-19.277086,-40.322478
3204401,RIO NOVO DO SUL,-20.864586,-40.936228
3204500,SANTA LEOPOLDINA,-20.098891,-40.53321
3204559,SANTA MARIA DE JETIBÁ,-20.028814,-40.741618
3204609,SANTA TERESA,-19.937714,-40.598998
3204658,SÃO DOMINGOS DO NORTE,-19.148169,-40.621878
3204708,SÃO GABRIEL DA PALHA,-19.021965,-40.5296
3204807,SÃO JOSÉ DO CALÇADO,-21.02613,-41.656088
3204906,SÃO MATEUS,-18.718447,-39.858201
3204955,SÃO ROQUE DO CANAÃ,-19.725307,-40.643139
3205002,SERRA,-20.15677,-40.275217
3205010,SOORETAMA,-19.19195,-40.096491
3205036,VARGEM ALTA,-20.671678,-41.007148
3205069,VENDA NOVA DO IMIGRANTE,-20.331518,-41.129053
3205101,VIANA,-20.390863,-40.495624
3205150,VILA PAVÃO,-18.620803,-40.602411
3205176,VILA VALÉRIO,-18.993617,-40.39059
3205200,VILA VELHA,-20.338374,-40.293957
3205309,VITÓRIA,-20.320154,-40.322209
3300100,ANGRA DOS REIS,-23.009116,-44.319627
3300159,APERIBÉ,-21.619422,-42.104917
3300209,ARARUAMA,-22.877438,-42.341096
3300225,AREAL,-22.236912,-43.10107
3300233,ARMAÇÃO DOS BÚZIOS,-22.757764,-41.887749
3300258,ARRAIAL DO CABO,-22.967638,-42.028336
3300308,BARRA DO PIRAÍ,-22.469596,-43.828452
3300407,BARRA MANSA,-22.545301,-44.172431
3300456,BELFORD ROXO,-22.764556,-43.399625
3300506,BOM JARDIM,-22.153305,-42.417211
3300605,BOM JESUS DO ITABAPOANA,-21.134497,-41.67768
3300704,CABO FRIO,-22.880765,-42.020075
3300803,CACHOEIRAS DE MACACU,-22.467571,-42.663164
3300902,CAMBUCI,-21.577277,-41.908636
3300936,CARAPEBUS,-22.182595,-41.664011
3300951,COMENDADOR LEVY GASPARIAN,-22.033359,-43.217224
3301009,CAMPOS DOS GOYTACAZES,-21.751899,-41.330476
3301108,CANTAGALO,-21.98184,-42.365978
3301157,CARDOSO MOREIRA,-21.496157,-41.613296
3301207,CARMO,-21.929312,-42.609718
3301306,CASIMIRO DE ABREU,-22.479537,-42.204211
3301405,CONCEIÇÃO DE MACABU,-22.087872,-41.867759
3301504,CORDEIRO,-22.027777,-42.363031
3301603,DUAS BARRAS,-22.058906,-42.515098
3301702,DUQUE DE CAXIAS,-22.785253,-43.309888
3301801,ENGENHEIRO PAULO DE FRONTIN,-22.543685,-43.679477
3301850,GUAPIMIRIM,-22.519596,-42.97833
3301876,IGUABA GRANDE,-22.839057,-42.222125
3301900,ITABORAÍ,-22.745863,-42.860343
3302007,ITAGUAÍ,-22.871251,-43.775041
3302056,ITALVA,-21.425103,-41.690965
3302106,ITAOCARA,-21.670503,-42.07773
3302205,ITAPERUNA,-21.210591,-41.886203
3302254,ITATIAIA,-22.497015,-44.562772
3302270,JAPERI,-22.644819,-43.653786
3302304,LAJE DO MURIAÉ,-21.205721,-42.131174
3302403,MACAÉ,-22.368705,-41.775064
3302452,MACUCO,-21.99023,-42.257074
3302502,MAGÉ,-22.654349,-43.040246
3302601,MANGARATIBA,-22.961712,-44.041127
3302700,MARICÁ,-22.916955,-42.819824
3302809,MENDES,-22.517423,-43.721487
3302858,MESQUITA,-22.768088,-43.429224
3302908,MIGUEL PEREIRA,-22.455427,-43.474676
3303005,MIRACEMA,-21.411163,-42.198411
3303104,NATIVIDADE,-21.043757,-41.97644
3303203,NILÓPOLIS,-22.807514,-43.41661
3303302,NITERÓI,-22.896452,-43.075823
3303401,NOVA FRIBURGO,-22.286461,-42.532771
3303500,NOVA IGUAÇU,-22.759835,-43.450345
3303609,PARACAMBI,-22.609727,-43.709385
3303708,PARAÍBA DO SUL,-22.161982,-43.289544
3303807,PARATY,-23.219414,-44.710859
3303856,PATY DO ALFERES,-22.427415,-43.424871
3303906,PETRÓPOLIS,-22.510599,-43.177337
3303955,PINHEIRAL,-22.515674,-44.000355
3304003,PIRAÍ,-22.628757,-43.899351
3304102,PORCIÚNCULA,-20.962608,-42.040156
3304110,PORTO REAL,-22.432948,-44.296901
3304128,QUATIS,-22.409919,-44.262711
3304144,QUEIMADOS,-22.71743,-43.55567
3304151,QUISSAMÃ,-22.10664,-41.472509
3304201,RESENDE,-22.471184,-44.443613
3304300,RIO BONITO,-22.711272,-42.625998
3304409,RIO CLARO,-22.731727,-44.139406
3304508,RIO DAS FLORES,-22.171862,-43.576433
3304524,RIO DAS OSTRAS,-22.523941,-41.936967
3304557,RIO DE JANEIRO,-22.876652,-43.227875
3304607,SANTA MARIA MADALENA,-21.966094,-42.014445
3304706,SANTO ANTÔNIO DE PÁDUA,-21.535977,-42.177912
3304755,SÃO FRANCISCO DE ITABAPOANA,-21.480138,-41.11772
3304805,SÃO FIDÉLIS,-21.643627,-41.755592
3304904,SÃO GONÇALO,-22.829547,-43.032335
3305000,SÃO JOÃO DA BARRA,-21.640458,-41.050348
3305109,SÃO JOÃO DE MERITI,-22.802331,-43.371885
3305133,SÃO JOSÉ DE UBÁ,-21.360221,-41.941232
3305158,SÃO JOSÉ DO VALE DO RIO PRETO,-22.14974,-42.923368
3305208,SÃO PEDRO DA ALDEIA,-22.837203,-42.103529
3305307,SÃO SEBASTIÃO DO ALTO,-21.954463,-42.13022
3305406,SAPUCAIA,-21.993956,-42.914175
3305505,SAQUAREMA,-22.931127,-42.496694
3305554,SEROPÉDICA,-22.743011,-43.701925
3305604,SILVA JARDIM,-22.65433,-42.389826
3305703,SUMIDOURO,-22.050669,-42.678626
3305752,TANGUÁ,-22.733937,-42.721172
3305802,TERESÓPOLIS,-22.409005,-42.962957
3305901,TRAJANO DE MORAES,-22.06138,-42.054815
3306008,TRÊS RIOS,-22.117448,-43.211609
3306107,VALENÇA,-22.244719,-43.704844
3306156,VARRE-SAI,-20.929298,-41.863295
3306206,VASSOURAS,-22.409008,-43.663874
3306305,VOLTA REDONDA,-22.509968,-44.093522
3500105,ADAMANTINA,-21.688311,-51.073365
3500204,ADOLFO,-21.23273,-49.649721
3500303,AGUAÍ,-22.059684,-46.979693
3500402,ÁGUAS DA PRATA,-21.934829,-46.716767
3500501,ÁGUAS DE LINDÓIA,-22.473822,-46.631779
3500550,ÁGUAS DE SANTA BÁRBARA,-22.869149,-49.238608
3500600,ÁGUAS DE SÃO PEDRO,-22.59734,-47.883975
3500709,AGUDOS,-22.474037,-48.990156
3500758,ALAMBARI,-23.553899,-47.893588
3500808,ALFREDO MARCONDES,-21.952741,-51.412938
3500907,ALTAIR,-20.523305,-49.060111
3501004,ALTINÓPOLIS,-21.024583,-47.37328
3501103,ALTO ALEGRE,-21.581689,-50.163597
3501152,ALUMÍNIO,-23.533373,-47.259057
3501202,ÁLVARES FLORENCE,-20.319876,-49.911185
3501301,ÁLVARES MACHADO,-22.077779,-51.468797
3501400,ÁLVARO DE CARVALHO,-22.076375,-49.720609
3501509,ALVINLÂNDIA,-22.44501,-49.763033
3501608,AMERICANA,-22.740884,-47.330363
3501707,AMÉRICO BRASILIENSE,-21.730037,-48.106605
3501806,AMÉRICO DE CAMPOS,-20.296402,-49.727027
3501905,AMPARO,-22.699389,-46.765086
3502002,ANALÂNDIA,-22.128785,-47.660766
3502101,ANDRADINA,-20.901464,-51.378848
3502200,ANGATUBA,-23.483987,-48.40676
3502309,ANHEMBI,-22.786321,-48.126927
3502408,ANHUMAS,-22.293237,-51.386074
3502507,APARECIDA,-22.848154,-45.229429
3502606,APARECIDA D'OESTE,-20.450845,-50.885616
3502705,APIAÍ,-24.513316,-48.84866
3502754,ARAÇARIGUAMA,-23.430041,-47.071548
3502804,ARAÇATUBA,-21.205476,-50.439226
3502903,ARAÇOIABA DA SERRA,-23.50732,-47.587243
3503000,ARAMINA,-20.089944,-47.786013
3503109,ARANDU,-23.133407,-49.050976
3503158,ARAPEÍ,-22.674799,-44.448107
3503208,ARARAQUARA,-21.79036,-48.17444
3503307,ARARAS,-22.357087,-47.38583
3503356,ARCO-ÍRIS,-21.773914,-50.464911
3503406,AREALVA,-22.024767,-48.920415
3503505,AREIAS,-22.582194,-44.699432
3503604,AREIÓPOLIS,-22.67394,-48.665595
3503703,ARIRANHA,-21.186127,-48.788337
3503802,ARTUR NOGUEIRA,-22.571343,-47.164301
3503901,ARUJÁ,-23.395827,-46.32049
3503950,ASPÁSIA,-20.15819,-50.726963
3504008,ASSIS,-22.662835,-50.41751
3504107,ATIBAIA,-23.116308,-46.555063
3504206,AURIFLAMA,-20.687335,-50.553959
3504305,AVAÍ,-22.156772,-49.336815
3504404,AVANHANDAVA,-21.460871,-49.942697
3504503,AVARÉ,-23.103194,-48.923263
3504602,BADY BASSITT,-20.918564,-49.448574
3504701,BALBINOS,-21.901524,-49.356473
3504800,BÁLSAMO,-20.738264,-49.579328
3504909,BANANAL,-22.682616,-44.32333
3505005,BARÃO DE ANTONINA,-23.627111,-49.566064
3505104,BARBOSA,-21.259026,-49.953989
3505203,BARIRI,-22.071978,-48.741525
3505302,BARRA BONITA,-22.491146,-48.563229
3505351,BARRA DO CHAPÉU,-24.471426,-49.027139
3505401,BARRA DO TURVO,-24.759387,-48.502343
3505500,BARRETOS,-20.558456,-48.567378
3505609,BARRINHA,-21.191744,-48.162814
3505708,BARUERI,-23.508902,-46.874653
3505807,BASTOS,-21.921037,-50.734871
3505906,BATATAIS,-20.89193,-47.586107
3506003,BAURU,-22.325123,-49.083001
3506102,BEBEDOURO,-20.949816,-48.477362
3506201,BENTO DE ABREU,-21.269108,-50.811852
3506300,BERNARDINO DE CAMPOS,-23.013553,-49.474043
3506359,BERTIOGA,-23.854015,-46.136538
3506409,BILAC,-21.402571,-50.48111
3506508,BIRIGUI,-21.292392,-50.339329
3506607,BIRITIBA-MIRIM,-23.571033,-46.041212
3506706,BOA ESPERANÇA DO SUL,-21.992484,-48.390597
3506805,BOCAINA,-22.133923,-48.520494
3506904,BOFETE,-23.10252,-48.260033
3507001,BOITUVA,-23.281944,-47.671473
3507100,BOM JESUS DOS PERDÕES,-23.130837,-46.466493
3507159,BOM SUCESSO DE ITARARÉ,-24.318263,-49.143762
3507209,BORÁ,-22.270117,-50.544881
3507308,BORACÉIA,-22.193206,-48.779218
3507407,BORBOREMA,-21.621538,-49.07264
3507456,BOREBI,-22.567833,-48.971596
3507506,BOTUCATU,-22.888382,-48.441289
3507605,BRAGANÇA PAULISTA,-22.956896,-46.542333
3507704,BRAÚNA,-21.501021,-50.318166
3507753,BREJO ALEGRE,-21.166128,-50.187259
3507803,BRODOWSKI,-20.99014,-47.656398
3507902,BROTAS,-22.286517,-48.126833
3508009,BURI,-23.799381,-48.597415
3508108,BURITAMA,-21.06704,-50.149281
3508207,BURITIZAL,-20.193148,-47.70886
3508306,CABRÁLIA PAULISTA,-22.455087,-49.332447
3508405,CABREÚVA,-23.312674,-47.133658
3508504,CAÇAPAVA,-23.100664,-45.70773
3508603,CACHOEIRA PAULISTA,-22.664754,-45.01063
3508702,CACONDE,-21.528738,-46.646835
3508801,CAFELÂNDIA,-21.809705,-49.600354
3508900,CAIABU,-22.012325,-51.235953
3509007,CAIEIRAS,-23.362116,-46.744101
3509106,CAIUÁ,-21.82991,-51.986893
3509205,CAJAMAR,-23.360971,-46.88292
3509254,CAJATI,-24.726361,-48.105
3509304,CAJOBI,-20.879093,-48.810122
3509403,CAJURU,-21.274718,-47.304266
3509452,CAMPINA DO MONTE ALEGRE,-23.584077,-48.480399
3509502,CAMPINAS,-22.907343,-47.060156
3509601,CAMPO LIMPO PAULISTA,-23.209396,-46.763819
3509700,CAMPOS DO JORDÃO,-22.740092,-45.589202
3509809,CAMPOS NOVOS PAULISTA,-22.599749,-50.001795
3509908,CANANÉIA,-25.016908,-47.928483
3509957,CANAS,-22.690669,-45.056976
3510005,CÂNDIDO MOTA,-22.746926,-50.388393
3510104,CÂNDIDO RODRIGUES,-21.322614,-48.634039
3510153,CANITAR,-23.009837,-49.785432
3510203,CAPÃO BONITO,-24.006801,-48.351435
3510302,CAPELA DO ALTO,-23.469903,-47.736118
3510401,CAPIVARI,-22.999549,-47.502206
3510500,CARAGUATATUBA,-23.622007,-45.410818
3510609,CARAPICUÍBA,-23.53525,-46.841445
3510708,CARDOSO,-20.080992,-49.914942
3510807,CASA BRANCA,-21.777987,-47.079758
3510906,CÁSSIA DOS COQUEIROS,-21.285,-47.167106
3511003,CASTILHO,-20.872027,-51.489407
3511102,CATANDUVA,-21.139539,-48.975871
3511201,CATIGUÁ,-21.04858,-49.057742
3511300,CEDRAL,-20.904232,-49.272842
3511409,CERQUEIRA CÉSAR,-23.034797,-49.16533
3511508,CERQUILHO,-23.168673,-47.737531
3511607,CESÁRIO LANGE,-23.224732,-47.952111
3511706,CHARQUEADA,-22.508882,-47.7757
3511904,CLEMENTINA,-21.56031,-50.450349
3512001,COLINA,-20.718734,-48.539738
3512100,COLÔMBIA,-20.171559,-48.687484
3512209,CONCHAL,-22.330076,-47.174376
3512308,CONCHAS,-23.012958,-48.009892
3512407,CORDEIRÓPOLIS,-22.481707,-47.458283
3512506,COROADOS,-21.354053,-50.287296
3512605,CORONEL MACEDO,-23.632235,-49.318912
3512704,CORUMBATAÍ,-22.218997,-47.62661
3512803,COSMÓPOLIS,-22.645785,-47.196771
3512902,COSMORAMA,-20.477035,-49.77886
3513009,COTIA,-23.603514,-46.931846
3513108,CRAVINHOS,-21.340431,-47.730042
3513207,CRISTAIS PAULISTA,-20.402492,-47.423806
3513306,CRUZÁLIA,-22.745499,-50.793666
3513405,CRUZEIRO,-22.57775,-44.961732
3513504,CUBATÃO,-23.883839,-46.420032
3513603,CUNHA,-23.07475,-44.958027
3513702,DESCALVADO,-21.909083,-47.620664
3513801,DIADEMA,-23.689295,-46.623381
3513850,DIRCE REIS,-20.464413,-50.606056
3513900,DIVINOLÂNDIA,-21.661622,-46.73687
3514007,DOBRADA,-21.514804,-48.400243
3514106,DOIS CÓRREGOS,-22.367316,-48.382676
3514205,DOLCINÓPOLIS,-20.122871,-50.515363
3514304,DOURADO,-22.113167,-48.316236
3514403,DRACENA,-21.486138,-51.53405
3514502,DUARTINA,-22.414881,-49.405045
3514601,DUMONT,-21.233326,-47.970843
3514700,ECHAPORÃ,-22.424997,-50.207006
3514809,ELDORADO,-24.525387,-48.103228
3514908,ELIAS FAUSTO,-23.042537,-47.376774
3514924,ELISIÁRIO,-21.164429,-49.110836
3514957,EMBAÚBA,-20.982668,-48.83262
3515004,EMBU,-23.647313,-46.85086
3515103,EMBU-GUAÇU,-23.831829,-46.817109
3515129,EMILIANÓPOLIS,-21.831309,-51.480431
3515152,ENGENHEIRO COELHO,-22.49119,-47.21308
3515186,ESPÍRITO SANTO DO PINHAL,-22.197054,-46.745514
3515194,ESPÍRITO SANTO DO TURVO,-22.694973,-49.429825
3515202,ESTRELA D'OESTE,-20.286082,-50.405467
3515301,ESTRELA DO NORTE,-22.490599,-51.664176
3515350,EUCLIDES DA CUNHA PAULISTA,-22.554997,-52.590898
3515400,FARTURA,-23.388961,-49.512053
3515509,FERNANDÓPOLIS,-20.282383,-50.248748
3515608,FERNANDO PRESTES,-21.267122,-48.692273
3515657,FERNÃO,-22.359138,-49.519841
3515707,FERRAZ DE VASCONCELOS,-23.541545,-46.366553
3515806,FLORA RICA,-21.676734,-51.382301
3515905,FLOREAL,-20.674031,-50.145689
3516002,FLÓRIDA PAULISTA,-21.613428,-51.168876
3516101,FLORÍNIA,-22.903569,-50.724822
3516200,FRANCA,-20.536097,-47.402332
3516309,FRANCISCO MORATO,-23.275826,-46.732527
3516408,FRANCO DA ROCHA,-23.320303,-46.727875
3516507,GABRIEL MONTEIRO,-21.52898,-50.555461
3516606,GÁLIA,-22.294019,-49.552111
3516705,GARÇA,-22.210709,-49.65653
3516804,GASTÃO VIDIGAL,-20.795239,-50.19022
3516853,GAVIÃO PEIXOTO,-21.840367,-48.495459
3516903,GENERAL SALGADO,-20.648369,-50.361814
3517000,GETULINA,-21.799831,-49.929284
3517109,GLICÉRIO,-21.379778,-50.208417
3517208,GUAIÇARA,-21.622143,-49.798762
3517307,GUAIMBÊ,-21.910921,-49.897178
3517406,GUAÍRA,-20.320144,-48.31447
3517505,GUAPIAÇU,-20.796449,-49.219146
3517604,GUAPIARA,-24.182527,-48.527681
3517703,GUARÁ,-20.427557,-47.824593
3517802,GUARAÇAÍ,-21.032881,-51.209106
3517901,GUARACI,-20.498809,-48.944503
3518008,GUARANI D'OESTE,-20.075706,-50.341534
