geocode,municipio,latitude,longitude
2516607,TAVARES,-7.635708,-37.878592
2516706,TEIXEIRA,-7.223703,-37.251562
2516755,TENÓRIO,-6.93826,-36.628
2516805,TRIUNFO,-6.576836,-38.598098
2516904,UIRAÚNA,-6.524927,-38.407027
2517001,UMBUZEIRO,-7.698206,-35.671471
2517100,VÁRZEA,-6.770807,-36.992721
2517209,VIEIRÓPOLIS,-6.545714,-38.277843
2517407,ZABELÊ,-8.076874,-37.093552
2600054,ABREU E LIMA,-7.904449,-34.899131
2600104,AFOGADOS DA INGAZEIRA,-7.748328,-37.637686
2600203,AFRÂNIO,-8.511091,-41.005797
2600302,AGRESTINA,-8.455973,-35.946777
2600401,ÁGUA PRETA,-8.709123,-35.518557
2600500,ÁGUAS BELAS,-9.11459,-37.121957
2600609,ALAGOINHA,-8.466271,-36.775456
2600708,ALIANÇA,-7.60473,-35.228501
2600807,ALTINHO,-8.489593,-36.0597
2600906,AMARAJI,-8.378487,-35.450773
2601003,ANGELIM,-8.890374,-36.284814
2601052,ARAÇOIABA,-7.785642,-35.093967
2601102,ARARIPINA,-7.578142,-40.502461
2601201,ARCOVERDE,-8.423941,-37.056506
2601300,BARRA DE GUABIRABA,-8.420935,-35.662819
2601409,BARREIROS,-8.814138,-35.199086
2601508,BELÉM DE MARIA,-8.621202,-35.839924
2601607,BELÉM DO SÃO FRANCISCO,-8.751463,-38.9616
2601706,BELO JARDIM,-8.335295,-36.420035
2601805,BETÂNIA,-8.269841,-38.038738
2601904,BEZERROS,-8.23536,-35.754488
2602001,BODOCÓ,-7.779343,-39.936163
2602100,BOM CONSELHO,-9.163383,-36.679314
2602209,BOM JARDIM,-7.799512,-35.58714
2602308,BONITO,-8.472261,-35.728528
2602407,BREJÃO,-9.027249,-36.564697
2602506,BREJINHO,-7.345671,-37.287335
2602605,BREJO DA MADRE DE DEUS,-8.148957,-36.370391
2602704,BUENOS AIRES,-7.724372,-35.32957
2602803,BUÍQUE,-8.622059,-37.156988
2602902,CABO DE SANTO AGOSTINHO,-8.289864,-35.038489
2603009,CABROBÓ,-8.515105,-39.309841
2603108,CACHOEIRINHA,-8.486831,-36.235991
2603207,CAETÉS,-8.775595,-36.624804
2603306,CALÇADO,-8.738378,-36.333288
2603405,CALUMBI,-7.938427,-38.153746
2603454,CAMARAGIBE,-8.020522,-34.995721
2603504,CAMOCIM DE SÃO FÉLIX,-8.362138,-35.765195
2603603,CAMUTANGA,-7.407082,-35.282791
2603702,CANHOTINHO,-8.883871,-36.193575
2603801,CAPOEIRAS,-8.736143,-36.623798
2603900,CARNAÍBA,-7.803058,-37.793399
2603926,CARNAUBEIRA DA PENHA,-8.320608,-38.743422
2604007,CARPINA,-7.846887,-35.258061
2604106,CARUARU,-8.285898,-35.967073
2604155,CASINHAS,-7.743207,-35.725323
2604205,CATENDE,-8.670308,-35.721667
2604304,CEDRO,-7.717469,-39.237138
2604403,CHÃ DE ALEGRIA,-7.997901,-35.213727
2604502,CHÃ GRANDE,-8.240113,-35.464741
2604601,CONDADO,-7.589382,-35.104118
2604700,CORRENTES,-9.128666,-36.329702
2604809,CORTÊS,-8.475151,-35.541587
2604908,CUMARU,-8.015032,-35.694699
2605004,CUPIRA,-8.611283,-35.950257
2605103,CUSTÓDIA,-8.089002,-37.641097
2605152,DORMENTES,-8.448657,-40.770736
2605202,ESCADA,-8.362522,-35.236157
2605301,EXU,-7.516307,-39.722728
2605400,FEIRA NOVA,-7.948728,-35.390598
2605459,FERNANDO DE NORONHA,-3.852021,-32.435186
2605509,FERREIROS,-7.445494,-35.24407
2605608,FLORES,-7.861714,-37.971456
2605707,FLORESTA,-8.600827,-38.571239
2605806,FREI MIGUELINHO,-7.944458,-35.923128
2605905,GAMELEIRA,-8.583836,-35.386611
2606002,GARANHUNS,-8.888906,-36.49305
2606101,GLÓRIA DO GOITÁ,-7.999608,-35.292322
2606200,GOIANA,-7.559232,-34.998376
2606309,GRANITO,-7.709253,-39.619286
2606408,GRAVATÁ,-8.206,-35.571492
2606507,IATI,-9.045709,-36.847276
2606606,IBIMIRIM,-8.538762,-37.690047
2606705,IBIRAJUBA,-8.580535,-36.180463
2606804,IGARASSU,-7.828372,-34.910583
2606903,IGUARACI,-7.844774,-37.518821
2607000,INAJÁ,-8.902046,-37.824485
2607109,INGAZEIRA,-7.677797,-37.45767
2607208,IPOJUCA,-8.396987,-35.063472
2607307,IPUBI,-7.649705,-40.150209
2607406,ITACURUBA,-8.724515,-38.686342
2607505,ITAÍBA,-8.940054,-37.418948
2607604,ILHA DE ITAMARACÁ,-7.746573,-34.823951
2607653,ITAMBÉ,-7.409264,-35.110627
2607703,ITAPETIM,-7.378429,-37.188439
2607752,ITAPISSUMA,-7.774035,-34.889271
2607802,ITAQUITINGA,-7.666394,-35.102615
2607901,JABOATÃO DOS GUARARAPES,-8.165391,-34.921173
2607950,JAQUEIRA,-8.72797,-35.797395
2608008,JATAÚBA,-7.987258,-36.498829
2608057,JATOBÁ,-9.18507,-38.275038
2608107,JOÃO ALFREDO,-7.860189,-35.591502
2608206,JOAQUIM NABUCO,-8.626898,-35.529242
2608255,JUCATI,-8.707029,-36.490387
2608305,JUPI,-8.706097,-36.411734
2608404,JUREMA,-8.719667,-36.135954
2608453,LAGOA DO CARRO,-7.844232,-35.312602
2608503,LAGOA DE ITAENGA,-7.932378,-35.292804
2608602,LAGOA DO OURO,-9.124172,-36.464317
2608701,LAGOA DOS GATOS,-8.649255,-35.907121
2608750,LAGOA GRANDE,-8.995051,-40.270725
2608800,LAJEDO,-8.662857,-36.321497
2608909,LIMOEIRO,-7.880198,-35.455261
2609006,MACAPARANA,-7.555681,-35.449875
2609105,MACHADOS,-7.688572,-35.514141
2609154,MANARI,-8.960108,-37.626823
2609204,MARAIAL,-8.783078,-35.814118
2609303,MIRANDIBA,-8.120244,-38.734565
2609402,MORENO,-8.118695,-35.094869
2609501,NAZARÉ DA MATA,-7.737688,-35.221339
2609600,OLINDA,-7.99266,-34.86131
2609709,OROBÓ,-7.737895,-35.602982
2609808,OROCÓ,-8.617946,-39.595246
2609907,OURICURI,-7.883152,-40.081463
2610004,PALMARES,-8.679083,-35.588336
2610103,PALMEIRINA,-9.001683,-36.327311
2610202,PANELAS,-8.667242,-36.001576
2610301,PARANATAMA,-8.920145,-36.658429
2610400,PARNAMIRIM,-8.090138,-39.575787
2610509,PASSIRA,-7.978884,-35.581685
2610608,PAUDALHO,-7.897135,-35.179151
2610707,PAULISTA,-7.943188,-34.884792
2610806,PEDRA,-8.498477,-36.942798
2610905,PESQUEIRA,-8.355456,-36.695515
2611002,PETROLÂNDIA,-8.977343,-38.220734
2611101,PETROLINA,-9.397376,-40.499999
2611200,POÇÃO,-8.186227,-36.70588
2611309,POMBOS,-8.14436,-35.396195
2611408,PRIMAVERA,-8.331376,-35.353943
2611507,QUIPAPÁ,-8.827885,-36.01199
2611533,QUIXABA,-7.718126,-37.846446
2611606,RECIFE,-8.062762,-34.888942
2611705,RIACHO DAS ALMAS,-8.127033,-35.860875
2611804,RIBEIRÃO,-8.511116,-35.376131
2611903,RIO FORMOSO,-8.662171,-35.155433
2612000,SAIRÉ,-8.327614,-35.710248
2612109,SALGADINHO,-7.939484,-35.638061
2612208,SALGUEIRO,-8.070678,-39.120851
2612307,SALOÁ,-8.975995,-36.692729
2612406,SANHARÓ,-8.362962,-36.562507
2612455,SANTA CRUZ,-8.237961,-40.337688
2612471,SANTA CRUZ DA BAIXA VERDE,-7.82147,-38.153138
2612505,SANTA CRUZ DO CAPIBARIBE,-7.95519,-36.20395
2612554,SANTA FILOMENA,-8.160511,-40.615775
2612604,SANTA MARIA DA BOA VISTA,-8.804127,-39.824236
2612703,SANTA MARIA DO CAMBUCÁ,-7.831813,-35.885243
2612802,SANTA TEREZINHA,-7.370356,-37.480033
2612901,SÃO BENEDITO DO SUL,-8.810438,-35.931123
2613008,SÃO BENTO DO UNA,-8.519868,-36.446298
2613107,SÃO CAITANO,-8.327361,-36.13736
2613206,SÃO JOÃO,-8.877559,-36.368253
2613305,SÃO JOAQUIM DO MONTE,-8.432152,-35.809491
2613404,SÃO JOSÉ DA COROA GRANDE,-8.894195,-35.145707
2613503,SÃO JOSÉ DO BELMONTE,-7.86174,-38.759454
2613602,SÃO JOSÉ DO EGITO,-7.474025,-37.275072
2613701,SÃO LOURENÇO DA MATA,-7.995938,-35.041278
2613800,SÃO VICENTE FERRER,-7.592213,-35.490122
2613909,SERRA TALHADA,-7.987998,-38.296315
2614006,SERRITA,-7.95434,-39.292623
2614105,SERTÂNIA,-8.07245,-37.26739
2614204,SIRINHAÉM,-8.59337,-35.116405
2614303,MOREILÂNDIA,-7.629983,-39.553754
2614402,SOLIDÃO,-7.602126,-37.64747
2614501,SURUBIM,-7.835157,-35.756784
2614600,TABIRA,-7.591137,-37.540266
2614709,TACAIMBÓ,-8.315611,-36.290404
2614808,TACARATU,-9.1057,-38.153461
2614857,TAMANDARÉ,-8.704689,-35.090647
2615003,TAQUARITINGA DO NORTE,-7.90216,-36.043338
2615102,TEREZINHA,-9.057778,-36.621476
2615201,TERRA NOVA,-8.230358,-39.374422
2615300,TIMBAÚBA,-7.511746,-35.318772
2615409,TORITAMA,-8.00665,-36.056843
2615508,TRACUNHAÉM,-7.802689,-35.237923
2615607,TRINDADE,-7.761795,-40.265591
2615706,TRIUNFO,-7.830876,-38.10706
2615805,TUPANATINGA,-8.751582,-37.340233
2615904,TUPARETAMA,-7.598759,-37.311182
2616001,VENTUROSA,-8.576527,-36.878372
2616100,VERDEJANTE,-7.932884,-38.974283
2616183,VERTENTE DO LÉRIO,-7.774819,-35.853003
2616209,VERTENTES,-7.905743,-35.989306
2616308,VICÊNCIA,-7.65296,-35.320301
2616407,VITÓRIA DE SANTO ANTÃO,-8.118748,-35.293864
2616506,XEXÉU,-8.803313,-35.624235
2700102,ÁGUA BRANCA,-9.267025,-37.940715
2700201,ANADIA,-9.684084,-36.300814
2700300,ARAPIRACA,-9.755907,-36.657297
2700409,ATALAIA,-9.501387,-36.021427
2700508,BARRA DE SANTO ANTÔNIO,-9.409278,-35.500298
2700607,BARRA DE SÃO MIGUEL,-9.838998,-35.90745
2700706,BATALHA,-9.674593,-37.127092
2700805,BELÉM,-9.568648,-36.494498
2700904,BELO MONTE,-9.826989,-37.278439
2701001,BOCA DA MATA,-9.645145,-36.211725
2701100,BRANQUINHA,-9.246583,-36.020034
2701209,CACIMBINHAS,-9.405163,-36.99687
2701308,CAJUEIRO,-9.389661,-36.156379
2701357,CAMPESTRE,-8.848375,-35.566718
2701407,CAMPO ALEGRE,-9.783416,-36.352435
2701506,CAMPO GRANDE,-9.956923,-36.79084
2701605,CANAPI,-9.11738,-37.605647
2701704,CAPELA,-9.412932,-36.075008
2701803,CARNEIROS,-9.48068,-37.37475
2701902,CHÃ PRETA,-9.261422,-36.299381
2702009,COITÉ DO NÓIA,-9.638487,-36.579684
2702108,COLÔNIA LEOPOLDINA,-8.912688,-35.719781
2702207,COQUEIRO SECO,-9.637554,-35.795363
2702306,CORURIPE,-10.126547,-36.176078
2702355,CRAÍBAS,-9.619934,-36.772391
2702405,DELMIRO GOUVEIA,-9.384574,-37.999233
2702504,DOIS RIACHOS,-9.385671,-37.08985
2702553,ESTRELA DE ALAGOAS,-9.387405,-36.758333
2702603,FEIRA GRANDE,-9.900437,-36.677686
2702702,FELIZ DESERTO,-10.292381,-36.307188
2702801,FLEXEIRAS,-9.273235,-35.724372
2702900,GIRAU DO PONCIANO,-9.887364,-36.830314
2703007,IBATEGUARA,-8.976985,-35.931184
2703106,IGACI,-9.533689,-36.62816
2703205,IGREJA NOVA,-10.129299,-36.653345
2703304,INHAPI,-9.223899,-37.752637
2703403,JACARÉ DOS HOMENS,-9.636659,-37.207833
2703502,JACUÍPE,-8.840301,-35.460998
2703601,JAPARATINGA,-9.088974,-35.258658
2703700,JARAMATAIA,-9.658352,-37.003596
2703759,JEQUIÁ DA PRAIA,-10.009592,-36.027334
2703809,JOAQUIM GOMES,-9.135979,-35.74903
2703908,JUNDIÁ,-8.938877,-35.555597
2704005,JUNQUEIRO,-9.93161,-36.471522
2704104,LAGOA DA CANOA,-9.830876,-36.735789
2704203,LIMOEIRO DE ANADIA,-9.738613,-36.503897
2704302,MACEIÓ,-9.660822,-35.70163
2704401,MAJOR ISIDORO,-9.526644,-36.9848
2704500,MARAGOGI,-9.015456,-35.223015
2704609,MARAVILHA,-9.233997,-37.356635
2704708,MARECHAL DEODORO,-9.739156,-35.893069
2704807,MARIBONDO,-9.57725,-36.306603
2704906,MAR VERMELHO,-9.447773,-36.38504
2705002,MATA GRANDE,-9.114806,-37.725224
2705101,MATRIZ DE CAMARAGIBE,-9.158526,-35.533555
2705200,MESSIAS,-9.391812,-35.840378
2705309,MINADOR DO NEGRÃO,-9.303683,-36.864916
2705408,MONTEIRÓPOLIS,-9.602328,-37.245272
2705507,MURICI,-9.316301,-35.947556
2705606,NOVO LINO,-8.943159,-35.660964
2705705,OLHO D'ÁGUA DAS FLORES,-9.533601,-37.297891
2705804,OLHO D'ÁGUA DO CASADO,-9.501446,-37.836243
2705903,OLHO D'ÁGUA GRANDE,-10.058495,-36.806746
2706000,OLIVENÇA,-9.519456,-37.190819
2706109,OURO BRANCO,-9.163415,-37.354444
2706208,PALESTINA,-9.673097,-37.331136
2706307,PALMEIRA DOS ÍNDIOS,-9.406159,-36.630984
2706406,PÃO DE AÇÚCAR,-9.747042,-37.435139
2706422,PARICONHA,-9.257884,-38.009826
2706448,PARIPUEIRA,-9.466313,-35.559105
2706505,PASSO DE CAMARAGIBE,-9.244847,-35.491275
2706604,PAULO JACINTO,-9.373364,-36.372742
2706703,PENEDO,-10.29611,-36.58046
2706802,PIAÇABUÇU,-10.407362,-36.434352
2706901,PILAR,-9.606894,-35.948518
2707008,PINDOBA,-9.476211,-36.286541
2707107,PIRANHAS,-9.623559,-37.750393
2707206,POÇO DAS TRINCHEIRAS,-9.302914,-37.279298
2707305,PORTO CALVO,-9.052448,-35.398334
2707404,PORTO DE PEDRAS,-9.156086,-35.297015
2707503,PORTO REAL DO COLÉGIO,-10.173733,-36.824629
2707602,QUEBRANGULO,-9.323547,-36.477222
2707701,RIO LARGO,-9.486158,-35.852422
2707800,ROTEIRO,-9.832189,-35.98121
2707909,SANTA LUZIA DO NORTE,-9.596768,-35.823488
2708006,SANTANA DO IPANEMA,-9.372284,-37.245407
2708105,SANTANA DO MUNDAÚ,-9.165033,-36.225234
2708204,SÃO BRÁS,-10.12031,-36.898949
2708303,SÃO JOSÉ DA LAJE,-9.011066,-36.057388
2708402,SÃO JOSÉ DA TAPERA,-9.549396,-37.383708
2708501,SÃO LUÍS DO QUITUNDE,-9.314117,-35.565491
2708600,SÃO MIGUEL DOS CAMPOS,-9.779935,-36.094264
2708709,SÃO MIGUEL DOS MILAGRES,-9.267186,-35.369119
2708808,SÃO SEBASTIÃO,-9.931657,-36.551092
2708907,SATUBA,-9.569428,-35.82854
2708956,SENADOR RUI PALMEIRA,-9.463391,-37.453646
2709004,TANQUE D'ARCA,-9.531962,-36.436742
2709103,TAQUARANA,-9.64232,-36.496768
2709152,TEOTÔNIO VILELA,-9.907498,-36.355563
2709202,TRAIPU,-9.971059,-37.006006
2709301,UNIÃO DOS PALMARES,-9.159524,-36.033143
2709400,VIÇOSA,-9.377054,-36.248393
2800100,AMPARO DE SÃO FRANCISCO,-10.133971,-36.927484
2800209,AQUIDABÃ,-10.292518,-37.022181
2800308,ARACAJU,-10.907216,-37.048213
2800407,ARAUÁ,-11.264505,-37.612337
2800506,AREIA BRANCA,-10.758192,-37.313363
2800605,BARRA DOS COQUEIROS,-10.906799,-37.041242
2800670,BOQUIM,-11.146392,-37.623573
2800704,BREJO GRANDE,-10.418943,-36.47182
2801009,CAMPO DO BRITO,-10.743335,-37.496356
2801108,CANHOBA,-10.138744,-36.973845
2801207,CANINDÉ DE SÃO FRANCISCO,-9.654104,-37.787964
2801306,CAPELA,-10.5061,-37.054833
2801405,CARIRA,-10.358017,-37.701919
2801504,CARMÓPOLIS,-10.646819,-36.990816
2801603,CEDRO DE SÃO JOÃO,-10.247765,-36.884036
2801702,CRISTINÁPOLIS,-11.473558,-37.75466
2801900,CUMBE,-10.357025,-37.187899
2802007,DIVINA PASTORA,-10.677376,-37.149345
2802106,ESTÂNCIA,-11.267949,-37.440011
2802205,FEIRA NOVA,-10.270533,-37.316118
2802304,FREI PAULO,-10.540085,-37.541876
2802403,GARARU,-9.967351,-37.084372
2802502,GENERAL MAYNARD,-10.68653,-36.987984
2802601,GRACHO CARDOSO,-10.2262,-37.196055
2802700,ILHA DAS FLORES,-10.434276,-36.538635
2802809,INDIAROBA,-11.518507,-37.515095
2802908,ITABAIANA,-10.685716,-37.426861
2803005,ITABAIANINHA,-11.276785,-37.787411
2803104,ITABI,-10.12349,-37.09965
2803203,ITAPORANGA D'AJUDA,-10.996733,-37.307827
2803302,JAPARATUBA,-10.589467,-36.941786
2803401,JAPOATÃ,-10.34651,-36.800756
2803500,LAGARTO,-10.915301,-37.666353
2803609,LARANJEIRAS,-10.79703,-37.160568
2803708,MACAMBIRA,-10.66415,-37.543445
2803807,MALHADA DOS BOIS,-10.346452,-36.918902
2803906,MALHADOR,-10.660044,-37.31146
2804003,MARUIM,-10.736932,-37.083314
2804102,MOITA BONITA,-10.579044,-37.345749
2804201,MONTE ALEGRE DE SERGIPE,-10.025862,-37.561426
2804300,MURIBECA,-10.427427,-36.957001
2804409,NEÓPOLIS,-10.315878,-36.576718
2804458,NOSSA SENHORA APARECIDA,-10.394651,-37.454439
2804508,NOSSA SENHORA DA GLÓRIA,-10.215687,-37.419921
2804607,NOSSA SENHORA DAS DORES,-10.492054,-37.193711
2804706,NOSSA SENHORA DE LOURDES,-10.078616,-37.050473
2804805,NOSSA SENHORA DO SOCORRO,-10.848754,-37.128496
2804904,PACATUBA,-10.4499,-36.647986
2805000,PEDRA MOLE,-10.618119,-37.686027
2805109,PEDRINHAS,-11.193503,-37.681128
2805208,PINHÃO,-10.56669,-37.722111
2805307,PIRAMBU,-10.741056,-36.859746
2805406,POÇO REDONDO,-9.80579,-37.684214
2805505,POÇO VERDE,-10.707599,-38.176658
2805604,PORTO DA FOLHA,-9.919259,-37.276635
2805703,PROPRIÁ,-10.208207,-36.842099
2805802,RIACHÃO DO DANTAS,-11.066402,-37.729341
2805901,RIACHUELO,-10.731651,-37.193457
2806008,RIBEIRÓPOLIS,-10.54519,-37.432939
2806107,ROSÁRIO DO CATETE,-10.69459,-37.031323
2806206,SALGADO,-11.022119,-37.477755
2806305,SANTA LUZIA DO ITANHY,-11.353317,-37.449842
2806404,SANTANA DO SÃO FRANCISCO,-10.287672,-36.599579
2806503,SANTA ROSA DE LIMA,-10.646234,-37.197732
2806602,SANTO AMARO DAS BROTAS,-10.782011,-37.056311
2806701,SÃO CRISTÓVÃO,-11.013677,-37.209499
2806800,SÃO DOMINGOS,-10.792326,-37.568429
2806909,SÃO FRANCISCO,-10.346486,-36.88624
2807006,SÃO MIGUEL DO ALEIXO,-10.387772,-37.383976
2807105,SIMÃO DIAS,-10.738062,-37.809431
2807204,SIRIRI,-10.605036,-37.112225
2807303,TELHA,-10.209173,-36.88385
2807402,TOBIAS BARRETO,-11.18433,-37.999001
2807501,TOMAR DO GERU,-11.368052,-37.845371
2807600,UMBAÚBA,-11.379872,-37.661147
2900108,ABAÍRA,-13.253532,-41.661608
2900207,ABARÉ,-8.723418,-39.116588
2900306,ACAJUTIBA,-11.662613,-38.018286
2900355,ADUSTINA,-10.529572,-38.115506
2900405,ÁGUA FRIA,-11.872931,-38.768078
2900504,ÉRICO CARDOSO,-13.422348,-42.136164
2900603,AIQUARA,-14.127277,-39.885778
2900702,ALAGOINHAS,-12.134183,-38.422616
2900801,ALCOBAÇA,-17.518933,-39.194214
2900900,ALMADINA,-14.706048,-39.635903
2901007,AMARGOSA,-13.034451,-39.598123
2901106,AMÉLIA RODRIGUES,-12.400188,-38.755557
2901155,AMÉRICA DOURADA,-11.449646,-41.437163
2901205,ANAGÉ,-14.611326,-41.127113
2901304,ANDARAÍ,-12.801351,-41.324642
2901353,ANDORINHA,-10.34424,-39.832336
2901403,ANGICAL,-12.006683,-44.695823
2901502,ANGUERA,-12.149587,-39.248499
2901601,ANTAS,-10.412702,-38.331042
2901700,ANTÔNIO CARDOSO,-12.434839,-39.118662
2901809,ANTÔNIO GONÇALVES,-10.575798,-40.275659
2901908,APORÁ,-11.655394,-38.079995
2901957,APUAREMA,-13.853229,-39.742132
2902005,ARACATU,-14.42663,-41.461685
2902054,ARAÇAS,-12.2152,-38.198288
2902104,ARACI,-11.335728,-38.960958
2902203,ARAMARI,-12.088183,-38.503066
2902252,ARATACA,-15.260873,-39.413282
2902302,ARATUÍPE,-13.080597,-39.002911
2902401,AURELINO LEAL,-14.316949,-39.321997
2902500,BAIANÓPOLIS,-12.304125,-44.536098
2902609,BAIXA GRANDE,-11.959357,-40.166861
2902658,BANZAÊ,-10.574092,-38.61187
2902708,BARRA,-11.088955,-43.143639
2902807,BARRA DA ESTIVA,-13.620205,-41.331696
2902906,BARRA DO CHOÇA,-14.864273,-40.576373
2903003,BARRA DO MENDES,-11.808828,-42.059128
2903102,BARRA DO ROCHA,-14.210029,-39.601386
2903201,BARREIRAS,-12.144925,-45.004168
2903235,BARRO ALTO,-11.761064,-41.912096
2903276,BARROCAS,-11.529113,-39.078669
2903300,BARRO PRETO,-14.809754,-39.473335
2903409,BELMONTE,-15.861396,-38.880303
2903508,BELO CAMPO,-15.033496,-41.260033
2903607,BIRITINGA,-11.62011,-38.812159
2903706,BOA NOVA,-14.362608,-40.200522
2903805,BOA VISTA DO TUPIM,-12.661322,-40.605743
2903904,BOM JESUS DA LAPA,-13.254114,-43.417142
2903953,BOM JESUS DA SERRA,-14.372922,-40.501176
2904001,BONINAL,-12.715121,-41.824328
2904050,BONITO,-11.969573,-41.268403
2904100,BOQUIRA,-12.820823,-42.730115
2904209,BOTUPORÃ,-13.380866,-42.529278
2904308,BREJÕES,-13.105536,-39.793492
2904407,BREJOLÂNDIA,-12.486693,-43.965665
2904506,BROTAS DE MACAÚBAS,-12.002636,-42.624691
2904605,BRUMADO,-14.205438,-41.66707
2904704,BUERAREMA,-14.956441,-39.30252
2904753,BURITIRAMA,-10.711791,-43.631381
2904803,CAATIBA,-14.978551,-40.410272
2904852,CABACEIRAS DO PARAGUAÇU,-12.537136,-39.186713
2904902,CACHOEIRA,-12.596211,-38.969398
2905008,CACULÉ,-14.504206,-42.221414
2905107,CAÉM,-11.093092,-40.437312
2905156,CAETANOS,-14.338563,-40.90929
2905206,CAETITÉ,-14.066754,-42.485711
2905305,CAFARNAUM,-11.691356,-41.472222
2905404,CAIRU,-13.487603,-39.043254
2905503,CALDEIRÃO GRANDE,-11.022156,-40.30737
2905602,CAMACAN,-15.417627,-39.496367
2905701,CAMAÇARI,-12.698817,-38.32574
2905800,CAMAMU,-13.947076,-39.10057
2905909,CAMPO ALEGRE DE LOURDES,-9.517154,-43.012298
2906006,CAMPO FORMOSO,-10.505662,-40.318821
2906105,CANÁPOLIS,-13.075911,-44.205029
2906204,CANARANA,-11.687583,-41.765492
2906303,CANAVIEIRAS,-15.679777,-38.947376
2906402,CANDEAL,-11.80497,-39.123718
2906501,CANDEIAS,-12.671923,-38.543596
2906600,CANDIBA,-14.413187,-42.864402
2906709,CÂNDIDO SALES,-15.506066,-41.241118
2906808,CANSANÇÃO,-10.66675,-39.496605
2906824,CANUDOS,-9.890673,-39.024071
2906857,CAPELA DO ALTO ALEGRE,-11.670082,-39.835355
2906873,CAPIM GROSSO,-11.381574,-40.011001
2906899,CARAÍBAS,-14.722069,-41.265431
2906907,CARAVELAS,-17.733371,-39.253382
2907004,CARDEAL DA SILVA,-11.940767,-37.945477
2907103,CARINHANHA,-14.302007,-43.761777
2907202,CASA NOVA,-9.178595,-40.975797
2907301,CASTRO ALVES,-12.765833,-39.426519
2907400,CATOLÂNDIA,-12.316006,-44.85977
2907509,CATU,-12.355187,-38.376294
2907558,CATURAMA,-13.328201,-42.296407
2907608,CENTRAL,-11.137989,-42.112349
2907707,CHORROCHÓ,-8.975478,-39.10237
2907806,CÍCERO DANTAS,-10.592172,-38.383419
2907905,CIPÓ,-11.101144,-38.517129
2908002,COARACI,-14.636814,-39.552304
2908101,COCOS,-14.171078,-44.545669
2908200,CONCEIÇÃO DA FEIRA,-12.503992,-38.999781
2908309,CONCEIÇÃO DO ALMEIDA,-12.77802,-39.170946
2908408,CONCEIÇÃO DO COITÉ,-11.561826,-39.281684
2908507,CONCEIÇÃO DO JACUÍPE,-12.322946,-38.763674
2908606,CONDE,-11.813432,-37.606978
2908705,CONDEÚBA,-14.89041,-41.97081
2908804,CONTENDAS DO SINCORÁ,-13.755497,-41.046318
2908903,CORAÇÃO DE MARIA,-12.247921,-38.750517
2909000,CORDEIROS,-15.037234,-41.935734
2909109,CORIBE,-13.827842,-44.453036
2909208,CORONEL JOÃO SÁ,-10.279395,-37.932964
2909307,CORRENTINA,-13.341772,-44.641087
2909406,COTEGIPE,-12.028597,-44.252476
2909505,CRAVOLÂNDIA,-13.362623,-39.812712
2909604,CRISÓPOLIS,-11.51779,-38.151716
2909703,CRISTÓPOLIS,-12.231451,-44.411842
2909802,CRUZ DAS ALMAS,-12.663786,-39.100736
2909901,CURAÇÁ,-8.989032,-39.908081
2910008,DÁRIO MEIRA,-14.435047,-39.902466
2910057,DIAS D'ÁVILA,-12.604368,-38.297994
2910107,DOM BASÍLIO,-13.763327,-41.770878
2910206,DOM MACEDO COSTA,-12.911489,-39.188094
2910305,ELÍSIO MEDRADO,-12.943326,-39.520486
2910404,ENCRUZILHADA,-15.53458,-40.909121
2910503,ENTRE RIOS,-11.937261,-38.078777
2910602,ESPLANADA,-11.799409,-37.944981
2910701,EUCLIDES DA CUNHA,-10.505818,-39.014249
2910727,EUNÁPOLIS,-16.375167,-39.584172
2910750,FÁTIMA,-10.60017,-38.208675
2910776,FEIRA DA MATA,-14.210565,-44.283464
2910800,FEIRA DE SANTANA,-12.229284,-38.960033
2910859,FILADÉLFIA,-10.738464,-40.137827
2910909,FIRMINO ALVES,-14.984935,-39.921442
2911006,FLORESTA AZUL,-14.862798,-39.656524
2911105,FORMOSA DO RIO PRETO,-11.047032,-45.190991
2911204,GANDU,-13.743781,-39.486324
2911253,GAVIÃO,-11.470895,-39.786113
2911303,GENTIO DO OURO,-11.427531,-42.504742
2911402,GLÓRIA,-9.340173,-38.259273
2911501,GONGOGI,-14.323713,-39.46724
2911600,GOVERNADOR MANGABEIRA,-12.601554,-39.034024
2911659,GUAJERU,-14.546962,-41.937148
2911709,GUANAMBI,-14.225315,-42.778562
2911808,GUARATINGA,-16.581216,-39.781284
2911857,HELIÓPOLIS,-10.675299,-38.280233
2911907,IAÇU,-12.769138,-40.213365
2912004,IBIASSUCÊ,-14.276703,-42.255774
2912103,IBICARAÍ,-14.865763,-39.591541
2912202,IBICOARA,-13.426327,-41.272066
2912301,IBICUÍ,-14.84309,-39.989832
2912400,IBIPEBA,-11.637526,-42.011248
2912509,IBIPITANGA,-12.879106,-42.491229
2912608,IBIQUERA,-12.649929,-40.935421
2912707,IBIRAPITANGA,-14.165032,-39.374467
2912806,IBIRAPUÃ,-17.684197,-40.106309
2912905,IBIRATAIA,-14.067269,-39.640919
2913002,IBITIARA,-12.645514,-42.213294
2913101,IBITITÁ,-11.552771,-41.975152
2913200,IBOTIRAMA,-12.184014,-43.218696
2913309,ICHU,-11.75525,-39.188716
2913408,IGAPORÃ,-13.767976,-42.71788
2913457,IGRAPIÚNA,-13.820402,-39.140081
